SN,FrameNo,Title of Song,Type,Language,Sentiment,Lyrics,Genre
44,Frame_44_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
45,Frame_45_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
46,Frame_46_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
47,Frame_47_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
48,Frame_48_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
49,Frame_49_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
50,Frame_50_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
51,Frame_51_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
52,Frame_52_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
53,Frame_53_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
54,Frame_54_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
55,Frame_55_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
56,Frame_56_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
57,Frame_57_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
58,Frame_58_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
59,Frame_59_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
60,Frame_60_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
61,Frame_61_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
62,Frame_62_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
63,Frame_63_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
64,Frame_64_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
65,Frame_65_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
